"Line","Class","Passed","Failed","Totalpassed","Totalfailed","score","rank"
"602","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"600","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"599","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"375","org/apache/commons/math/util/FastMath","14.0","1.0","14.0","1.0","0.5","135"
"538","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"542","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"541","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"534","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"533","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"532","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"55","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"115","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"439","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"432","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"436","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"435","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"113","org/apache/commons/math/stat/descriptive/moment/StandardDeviation","1.0","0.0","14.0","1.0","0.0","868"
"128","org/apache/commons/math/stat/descriptive/moment/StandardDeviation","1.0","0.0","14.0","1.0","0.0","868"
"36","org/apache/commons/math/util/ArithmeticUtils","1.0","0.0","14.0","1.0","0.0","868"
"2206","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"160","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2209","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2213","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2204","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2205","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2190","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2191","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2192","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2193","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2195","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2196","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2182","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2183","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2185","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2186","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2187","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2188","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"141","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2175","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"128","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2181","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"306","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"305","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"303","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2170","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"307","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2161","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"302","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"115","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"301","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"104","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"106","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2156","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2142","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2148","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2135","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2136","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2138","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2141","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"80","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"138","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"139","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"288","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"137","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"285","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"122","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"120","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"121","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"116","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"117","org/apache/commons/math/TestUtils","2.0","0.0","14.0","1.0","0.0","868"
"277","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2302","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"170","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"256","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2304","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"168","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"2306","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"178","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"177","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"2298","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"174","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"2300","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"172","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"153","org/apache/commons/math/TestUtils","1.0","0.0","14.0","1.0","0.0","868"
"2290","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2291","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2292","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"162","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2278","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"161","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2279","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"160","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2281","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2282","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"237","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2271","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2272","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2273","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2274","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2276","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2277","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"218","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2267","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2268","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2269","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2256","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2261","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"121","org/apache/commons/math/util/Precision","4.0","0.0","14.0","1.0","0.0","868"
"198","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2246","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2247","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"134","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2241","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"126","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2233","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"2236","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"115","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2237","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"297","org/apache/commons/math/util/ArithmeticUtils","1.0","0.0","14.0","1.0","0.0","868"
"103","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"179","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
"109","org/apache/commons/math/util/ResizableDoubleArray","1.0","0.0","14.0","1.0","0.0","868"
"2215","org/apache/commons/math/util/FastMath","1.0","0.0","14.0","1.0","0.0","868"
